word,id,mark,definition,pronunciation,example
dilute; dilutive; diluting,460a221d-91c2-4bcb-ae70-1529f73ba7f0,false,,dilutive effect,
diminish; diminished,b1413020-c27e-4680-a7c5-d6c855796c51,false,,,
diminutive; diminution,6b1ced44-51e5-4755-b85f-116ce877d0b9,false,diminishing; lessening; decrease; very small,,
direct; directed,1feb2010-3675-48f2-a598-24bfad432927,false,,,
dirge,67a9f468-74ae-424d-bb74-e1f3dbcbf106,false,a funeral hymn or lament,DERJ,
disabused,7b8f306c-4789-44a4-b41b-4f91b591b895,false,,,
disacknowledge,a42cebf5-ce6e-4e83-9004-25cac7457420,false,,,
disaffect; disaffection,77a608bf-0445-4ad5-aec0-dbda7eb0d317,false,to cause to lose affection; to estrange; to alienate,dis uh FEKT,
disaggregate,15493b35-b493-4193-8647-d33dc517adb3,false,to separate (an aggregate  or mass) into its component parts,,
disallow; disallowed,bf98b662-8965-4667-85ca-cbd7cc59e86a,false,to refuse to allow; reject,,
disapprove; disapproving; disapproval,390ca4af-9ea5-4896-997e-1e5e388e709b,false,,disapproving families,
"disarm, disarming",8d876dd0-7278-466a-8417-c60f46a3451e,false,allaying hostility or criticism,,
disarray,0282c0d2-088e-4fb8-ac50-d1072ac0576b,false,disorder; confusion,dis uh RAY,
disavow; disavowal,4d214c29-cd8c-421c-85f6-0cec9cd66057,false,to deny,,
disbelieve; disbelief,0647f8c4-cbeb-4438-bb81-480d144116d9,false,,,
discard; discarded,01db197c-d25f-426b-a1bb-3c216b3ced8b,false,,,
discern; discernment; discernible,28bce678-645e-4280-a4fb-5c0f57db06b7,false,to have insight; to see things clearly; to differentiate,difficult to discern; more discerning,
discharge,d9ecac55-f084-4939-a1a1-f7a97cf268af,false,,,
discipline,b9fe854a-4299-40e4-949f-709aaf4db5a2,false,,,
disclaim,a589b87b-3e6d-469a-8ca1-70c6164d404b,false,to deny any claim to or connection with; to renounce,dis KLAYM,
disclaimer,36ac1014-3966-4e17-80c3-0e7daf03a51e,false,,ih-fem-er-uhl,
disclose; disclosure; disclosing,84283f12-a368-4564-a62f-f3a5b49e928f,false,,,
discomfit,4755111a-75db-477b-b60b-f1233e445f3e,false,"to confuse, deject, frustrate, deceive",,
"disconcern, disconcerning",3f139310-cc6f-4d79-975c-ba81b0619d5e,false,,,
disconcert  disconcerting,29eb05fa-9364-436d-a4ee-277fbc5fe319,false,"to throw into disorder, disarray, or confusion; disarrange","dis kun SERT
An apathetic audience may disconcert even the most experienced performer.dis kun SERT
An apathetic audience may disconcert even the most experienced performer.dis kun SERT
An apathetic audience may disconcert even the most experienced performer.",
disconfirms; disconfirmed,97f4d341-fb8d-4de3-8988-221caffcb247,false,,,
disconsolate,8acfbc78-8d39-462d-8665-1985ac6d1c13,false,,,
discontent,12fc63b4-f782-4b85-9ce5-e942bdcd2f0a,false,,,
"discontent, discontented",4d00ee44-1fe0-4862-aff7-500675a96d94,false,,,
discord; discordant,1464d331-6ca6-4673-9a5f-af2aa0ad15d3,false,disagreement (the opposite of concord)disagreement (the opposite of concord)disagreement (the opposite of concord),,
discourage [from],9822bbca-5b3a-4c6d-9cdd-fc52e9889ee8,false,,,
discourse,f5f5cdc4-0b3e-4236-95e1-cfcb38ebf911,false,spoken or written expression in words; to converse; to formally discuss a subject,DIS kawrs,
discredit; discredited,a648574f-bc08-4a94-a42c-7aabf491be04,false,,,discredited himself
"discreet, discretion",b6df0a67-8bcb-4edf-8abc-28e7349ac82c,false,"prudent; careful; judiciously reserved, decorous",,
"discrepancy, discrepancies; discrepant",a9e29e87-7e6c-44ca-bfb4-8d3bac3d16f3,false,an instance of difference or inconsistency,dis KREP un see,
discrete,c01a9bc5-5083-4f2e-b683-1ce98ba64aef,false,unconnected; separate; distinct; (opp. Indiscrete),,
"discriminate, discrimination",acf5d4a8-89ac-4ed7-94d4-cf5fea4e89ac,false,to notice or point out the difference between two or more things; to differentiate; to discern,,
discursive; discursion,41584047-64dc-4856-a22a-82907f6b0847,false,"moving from topic to topic without order; skimming over many apparently unconnected subjects;  rambling, usually aimlessly; desultory; digressive",dis KUR siv,
disdain,baafe05f-eed7-4f7b-b4b2-aa77b63b121d,false,to regard or treat as unworthy or beneath one's dignity,Many beginners disdain a lowly job that might in time lead them to the position they desire.,
disempower; disempowered,0de3ef74-0855-4c96-9a71-66bef85d31e4,false,,,
disengaged,71ad2395-8c98-4386-aeb0-b7272489789c,false,,,
disentangle,3667611a-ffac-4e64-beb7-bcd8e6e15053,false,,,
"disfigure(d) (v,adj)",6b04d886-db35-465a-8a1f-957ac122c95e,false,,,
disgruntle; disgruntled,b55ea345-1791-4d5d-b23c-892df94ac668,false,to make sulky and dissatisfied; to discontent,dis GRUN tul,
disguise,e8783a45-0b6c-4c58-b48b-ae0d11199fdf,false,,,
disillusion,b2df271b-2df1-4a00-bd9c-4487b7eed2d9,false,,,
disincentive,724149d4-a960-40d6-90ed-919211d6fb99,false,,,
disinclined,bc61c9a8-de82-464d-b749-73c59e970194,false,,,
disingenuous,0cbdbe32-c9ec-4d8a-a35a-a0562ce59743,false,insincere; devious; dishonest; lacking in candor; not straightforward,,
disintegrate; disintegration,6f8900bb-5333-44dc-8762-63ae07c2c989,false,,,
disinterest; disinterested,3edeff3f-5f27-4aba-901f-a5a43b7ed9aa,false,to cause to regard something with no interest or concern; not influenced by personal interest or selfish motives; impartial; unbiased,vs. uninterested (indifferent),
disintermediate,0d127675-6d44-4f9f-8883-ac6948c62efc,false,,,
disjoin; disjointed,23612c50-5e01-4896-945d-239e8d4a6023,false,to undo the joining of; separate; detach,,
disjunction,6017a56a-6512-4687-a870-8e59290b5205,false,"the action of disjoining or condition of being disjoined; separation, disconnection, disunion",,
dislike,59be5202-0ad0-4197-a097-80d8decee045,false,,,
dislocate; dislocation,2f3f3ee3-c236-4ed1-bdf9-633284fb54c9,false,"to force (someone or something) to move from a place or position; to cause (a business, system, etc.) to change in some major way; to stop (something) from functioning as it used to function",,
dislocation,884a580c-75df-4d58-a0cb-9bdac79c0809,false,a disruption of the established order,,
dislocative,1743582c-36b2-4879-8b40-da1db54bd374,false,"causing confusion; causing to deviate froma normal or predicted course, situation, or relationship",,
dismal; dismally,e8937f37-22f2-4c3c-a6ae-b1396bbdb076,false,dark and depressing; bleak; desolate,,
dismantle,a20d7c52-b665-4ebd-a43c-2fb0867bf31c,false,,,
dismay; dismayed [by],5fc82d7d-059d-4f42-964a-0b260cc2be77,false,to fill with dread; to surprise in such a manner as to disillusion; to alarm,dis MAY,
"dismiss, dismissed",fabdd2e8-db8d-40ed-840b-12c91809a881,false,to remove or reject,,
dismissive,276d5a80-b29a-4af7-944a-cebbc326014e,false,,,
disparage; disparaging,2a205dfb-9400-4ef6-8c55-434725d532e4,false,"to speak of negatively; to belittle; to put down; to say uncomplementary things, usually in an indirect way; to speak slightingly of; show disrespect for",dis PEAR ij,Don't disparge them for their ignorance.; disparaging remarks
disparate; disparately; disparity,ea1132c4-a6c0-45f0-bb40-874a1cbb5bbf,false,different; incompatible; unequal,DIS pur it,It has disparate impact.
disparity; disparities [between],e96c331a-cfb2-4988-b7b9-ac4477112022,false,,,
dispassionate; dispassionately,b2d2b662-7c73-4ca6-8d37-f33ca0f52f1f,false,without passion; objective; neutral,dis PASH uh nut,
dispel,c535d21d-6b2e-47de-806a-852e180f3083,false,to drive away; to dissipate,dis PELL,dispel any thoughts of/that
dispensable,508e5f4b-0ee3-49a2-b205-294548168c34,false,"expendable, extraneous; unnecessary or inessential",,
dispense; dispensed,28b0af37-3ecd-4eda-b89b-670241abc817,false,,,
disperse; dispersed,3a55ac63-feb3-4273-b9d2-bae62ed0e840,false,to scatter; to spread or distribute widely,dis PURS,The investors expected that the funds would be dispursed the same day of the closing.
displace; displacement,fc0c21d1-97d9-45aa-91df-f2990cdc119b,false,,,
display,3bbc09bb-8ecf-41b2-b7c0-76b4f5bc45f4,false,,,
displeasing,9f2b6a8a-6f3e-487c-8fbd-c5d75b26ccc6,false,,,
disposal,f94936e0-e294-4c1a-be52-720434c46f92,false,,,
disposed,83fc97be-32d1-40ff-b37a-6298ad469212,false,having an inclination,,
disposition [to],352da6a3-b330-45a2-a97b-92a4e8fb1f17,false,"a natural or acquired tendency, inclination, or habit in a person or thing; characteristic attitude; state of mind; inclination; arrangement",dis puh ZISH un,
dispositive,1cdef9ea-a68c-41a9-bac7-c6eaab72cc92,false,,,
dispossess; dispossession,dad3aa29-8ee4-428c-91b8-3b4ffe1ce364,false,"to remove from someone that possession especially of property or land; put out of occupancy; eject, oust",,
disproof,9d21fc9b-915b-4afd-ac06-4ddd25cba3ac,false,,,
disproportionate; disproportionately,497c428e-a099-45b9-9574-a8f73b42c1a5,false,,,
disprove; disproved; disproven,e993dd23-1dd3-4f1d-b138-756abb9a56c7,false,"refute, negate",,
"dispute; disputable, indisputable, disputation",0a679f80-1a19-45d7-93d4-9e835ddee7e5,false,questionable; unquestionable,,
disqualify; disqualifying,ba05980c-50a0-4459-90d8-01b0b37f708b,false,,disqualifying trait,
disquiet; disquieting,8afc965e-cac4-4189-aae5-29b21384bed3,false,to make uneasy or anxious,,
disregard,99919490-fc44-4a36-a919-f441a48cf0c7,false,,,
disreputable,e4435bb0-b485-4ab4-a540-681cf6a50264,false,without favor,,disreputable clothes
disruptive,cb865c80-e2d5-496f-8049-4459f8c45f2a,false,,,
disseminate,bdb7e01d-b302-4866-9c55-778373b209f1,false,"to scatter widely, as in sowing seed",dis SEM uh nayt,
dissent; dissenting; dissention,634bb0f5-4234-4c85-9836-03d56de2f7ba,false,to disagree (opposite of consent)to disagree (opposite of consent),,dissenting minority
dissident,46bd698c-7ebb-42fd-99ff-f5b77421a66c,false,someone who disagrees,,
dissimilar; dissimilarities; dissimilarity,90bfa32d-a96a-4f9f-b126-bc00fd162fc3,false,,dissimilar [to],
dissiminate,6a6221ee-752d-4164-b4f6-b2cecd558dff,false,to spread the seeds of something; to scatter; to make widely known,,
dissipate; dissipated; dissipating; dissipation,e58502e7-95ab-4b85-a642-a5153ef9f91a,false,"to thin out, drift away, or dissolve; to cause to thin out, drift away, or dissolve; to waste or squander",DIS uh payt,
dissociate,7df6ee45-52b1-4b1d-8860-31f4132f1005,false,to withdraw from association,,
dissolute,274b0bef-292b-4d4a-843a-6212d39d8cdc,false,indifferent to moral restraints; given to immoral or improper conduct; corrupt; debauched,,
dissolve; dissolution,f5996aac-2550-4e87-8a61-f572e87d6af4,false,to break up into parts; to disintegrate; the termination of a legal bond or contract,dis uh LOOT,dissolution of the committee; The bank's dissolution was caused by a series of bad loans.
dissonant,e091f02b-2c20-4d05-adff-ad4c658fcc12,false,"marked by a lack of agreement, incongruous, discrepant",,
dissuade; dissuasion,794a004d-4d46-4787-81f7-19564d50d9b4,false,to deter by persuasion,di SWAYD,
distant past,f7f1a4a0-27f4-4a73-bb8c-ebb32a61d30d,false,,,
distaste,f5f9ac28-dc70-4823-8bbe-fa83dcd8dea1,false,"aversion, disgust, repugnance",,
distend,5e946a66-e04c-4422-8693-e2f771096598,false,"to swell out or expand from internal pressure, as when overly full",dis TEND,
distinct; distinction [between],75328bd9-a8c1-415f-ba2f-ee36a6261dcd,false,,,
"distinguish, distinguished",d2a19fab-6802-456d-a1ba-12729f46a34b,false,to tell apart; to cause to stand out,,
distort; distortion,65aaba9f-611e-43e9-acea-2683290e2482,false,,,
distress; distressed; distressingly,4e905a30-2258-4b54-8818-9438df649fd8,false,,,distressed by
disutility,72a4c45b-158b-4866-8cef-3fc9cb77dd9b,false,,,
"dither, dithering",5b77e992-3b26-4eed-8212-04df22211f1e,false,a state of flustered excitement or fear; trembling,,
"diverge; divergent; divergences [among, from]",22d6ce88-58bb-4944-ae2a-02a9567c56cc,false,differing in opinion; deviating,antonym: converge; convergent,
diverse,65c66800-b0e6-4d7c-a9e2-b1297c1ce62c,false,varied,,
diversion,2e9486c3-68d3-4012-8752-a71478a5681c,false,amusement; entertainment,div UR zhun,
divert,f52bc7d7-460c-4523-8ff6-d8f069f382d0,false,,,
divest [of]; divestiture,87a488bb-f16e-4570-b927-8a02aff863f3,false,to strip,"After the court martial, he was divested of his rank and decorations.",
divisive,ecb26297-3503-4f8f-99b6-9244850842a4,false,,,
divulge; divulgence; divulging,d37ac1c1-c45b-407e-82b4-ebfa1f2c881e,false,to reveal,,
docile,1d570cc4-2424-4525-8e03-c297c7627312,false,easily taught or controlled; obedient; easy to handle,DAHS ul,"a sweet, docile husband"
doctrinaire,9d832b01-3f68-4668-9a8b-ecf9adfc4c32,false,inflexibly committed to a doctrine or theory without regard to its practicality; dogmatic,,
dogmatic,4ea59a04-7de3-4238-a517-b7272e5d225a,false,stubbornly attached to insufficiently proven beliefs; arrogantly assertive of unproven ideas; stubbornly claiming that something (often a system of beliefs) is beyond dispute,dog MAT ik,
domain,b6d90974-0453-413b-a852-32a0ac66bfe7,false,"a territory or space over which one rules has profiency, influence, or power",doe MAYN,
domestic,e0f20556-dd34-43a9-ba10-1957fdfe8c23,false,having to do with the household or family; not foreign,,
domicile,fecc77af-1c4d-418b-b538-71c30c8ab3cf,false,,domiciled,
dominance,d6ff3f81-d2df-423b-9c5c-dc4bd406b298,false,,,
dormant,09daeb5e-2f98-4ec8-afbd-955a08c1970b,false,inactive; asleep,DOR munt,a dormant village
doting [on],8c861359-6bb3-4652-bc7c-279aea18deab,false,,,
double standard,a94054ae-9614-497b-90e9-86c7e6e874a8,false,,,
dour,0e0c1590-6af7-4892-9107-d88101e3e694,false,,,
dovish,23a0c147-646d-4373-b90c-f9a4beb5cc56,false,used to describe a moderate response; conciliatory; opposite of hawkish,,
draconian,bead5a25-6452-4927-9b0d-f9c808eada23,false,"rigorous; unusually severe or cruel (characteristic of Draco, an ancient Greek official, who created a harsh code of laws)",drah KOH nee un,our draconian professor; a draconian sentence to the defendant
dramatic; dramatically,495839be-eb8a-414f-8554-f93d61241808,false,,,
draw; drew; drawn,0c53fc4b-f044-4517-90f4-7fdb32f16d96,false,to move in a particular direction,drawn [into]; the action drew derision from observers,
dregs,2645dea6-340b-41ff-8fd7-7056794f7a0e,false,the most worthless part or parts of something ,,
drivel,a9d9762b-a45a-4d49-9d49-9b2183cf48ac,false,,,
drone,ef02cdab-bc89-4984-9df6-42aac1bacc1c,false,to talk on and on in a dull way,,
drudgery,364ae24f-d722-47db-ba75-6ac163c0f14a,false,,,
duality,8a085f3e-482b-4d19-bbc2-f1bc663a523e,false,,,
dubious,003834ae-79e8-4615-928c-50a4b3e74fc6,false,doubtful; giving rise to uncertainty,DOO bee us; dubious guise,
"duly, unduly",a5c73bb9-04dd-4c02-a75d-dacc86f26edc,false,,,
duplicitous; duplicity,6a35890b-41da-43ed-9a5c-3a0e22a1621e,false,the act of being two-faced; deception,doo PLIS uh tus,
dwarf; dwarfed,45e9da7b-97b5-4f0b-9717-a323c4b1355d,false,,,
dwindle; dwindles; dwindling,d4593ffc-5843-4340-a1e3-258b5f3585e3,false,,,
dynamic; dynamism,fa0e2cb1-2496-40aa-8c0f-107f4433cc94,false,,,
eager,dff1181a-9aaf-4745-bf19-22e186169c0e,false,,,
earnest; earnestly,16d4167d-02a7-4593-8843-596ba933bc42,false,"serious in intention, purpose, or effort; sincerely zealous",,
ease,5b150bb2-d218-4481-979d-bb828df848d5,false,,,
ebullience,c67e7ed8-43b0-4a38-8458-196f851deddd,false,intense enthusiasm,eh BOO li ents,
ebullient,125f8761-6126-419b-a3bd-86ead3a48365,false,"overflowing with fervor, enthusiasm, or excitement",,
eccentric,db63d2e5-3015-444f-9775-eab28a27c176,false,not conventional; a little kooky; irregular,,
echelon,95de0949-777c-4dd3-93fd-ed4fc0b8bb49,false,"a level of command, authority, or rank",esh-uh-lon,
echoing,512f2952-6e8a-4400-8cbb-2a498840dab8,false,,,
eclectic,aea9de11-132a-4f7e-8d2f-2754805e7770,false,drawn from many sources,uh KLEK tik,
eclipse; eclipsed,7d6a2d04-a322-466b-9f02-1d27d807026d,false,,eclipsed by,
economical,7b99c987-c3bb-45cc-a6ca-c4e18aaaf567,false,not wasting money or time; frugal; thrifty,EE keh nom' i kl,
economy,579b0408-d28c-4ff4-b3c8-c4be8585caa4,false,careful management of available resources,economy of motion,
ecosystem,8da0192a-006b-4ff0-b461-37837f18e372,false,,,
edge,6b815f31-f85e-4c12-adc4-b0b9641912da,false,,,
edifice,c4bdbffa-fcf5-4ece-b855-c0e97b1c8afe,false,"a building, especially one of imposing appearance or size",ED uh fis,
eerie; eerily,d0a101f5-08aa-48da-863d-31f0cef05d3f,false,,eerily reminiscient,
efface; effaced,ffe3c44a-8874-4d94-93d0-a68311ebaa4d,false,"to eliminate clear evidence of, to erase from memory; to rub away",uh FACE,the headstone inscriptions had been effaced by the ravages of time; the thief effaced his fingerprints from the stolen car; It was hard to make out the old coin's date because it had been effaced over time.
effectual,90335707-537e-4ef2-816d-5944a411e5eb,false,effective; adequate,I FEK choo ul,
effectuate,6782671d-dc0c-4cb7-aa29-297df53124fe,false,,,
efficacy; efficacious,e01cb5c4-06a1-45ca-a97e-066af41eee53,false,capable of having a desired effect; effective,more efficacy,"It was done for efficacy, not for finesse."
effrontery,c45ca8fc-7ba9-4cb0-8612-61d5d02dff3f,false,brazen boldness; presumptuousness,eh FRON ter ee,
"effusive; effusion; effusiveness, effusively",745ee534-379b-478c-b8f8-9f56a7b2f5c3,false,"showing or expressing gratitude, pleasure, or approval in an unrestrained or heartfelt manner; profuse and overflowing, without reservation",eh FEW sive; effusive joy,his manner was not effusive
egalitarian,2bea3a00-8162-4a54-b466-168d72acee97,false,believing in the social and economic equality of all people or a person who adheres to egalitarian beliefs,ih gal uh TARE ee un,The egalitarian protesters demanded equal pay for equal work. 
egocentric,218249e5-57e2-40a1-b9df-164b292fddd1,false,selfish; believing that one is the center of everything,,
egregious,e8c461ee-aff3-48cb-87ef-5baf944fd5ed,false,"extremely bad; flagrant; a serious mistake or offense, often with dire consequences",,
