word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
doku,"to step aside; to move (i.e., out of the way); to make way; to resign; to retire; to quit; to secede",退く,,,dotte,,dotta,,,,,,,,,,,,,
dokasu,to remove,退かす,,,,,,,,,,,,,,,,,,
tsuiseki suru,to pursuit; to track; to keep records on; to trae,追跡する,,,,,,,,,,,,,,,,,,
ottekuru,to follow,追ってくる,,,ottekite,,,,,,,,,,,,,,,
ou,"to chase; to run after; to pursue; to follow (i.e., a set order, a trend); to drive away; to drive out; to oust; to expel",追う,"onna no ko wa booru o otte, kakedashita. (The girl started running to chase the ball.)",oimasu,otte; owanakute,owanai,otta,,owareru,oe,,,,,,,,,,
oitsumeru,to corner; to drive to the wall; to run down; to track down; to chase after,追い詰める,～を追い詰めます,,,,,,,,,,,oitsumereba,,,,,,
oinuku,to pass (a car); to overtake; to surpass,追い抜く,,,oinuite,,,,,,oinukou,,,,,,,,,
oidasu,to expel; to drive out,追い出す,,,,,,,,,,,,,,,,,,
oikakeru,to chase,追いかける,,,,,oikakemashita,,,,,,,oikakerareru,,,,,,
meiwaku,trouble; annoyance; inconvenience,迷惑,Gomeiwaku o okakeshite sumimasen. (I am sorry to trouble you.),,,,,,,,,,,,,,,,,
maigo,lost child; missing child,迷子,,,,,,,,,,,,,,,,,,
meishin,superstition,迷信,,,,,,,,,,,,,,,,,,
mayou,to get lost; to lose one's way; to be puzzled; to be confused; to be perplexed,迷う,"mada mayotteru (I haven't decided yet.; I haven't made up my mind.; I can't make up my mind.); michi ni mayotta (got lost); mayotte shimatte, hoteru ga mitsukarimasen. (We are lost and can't find the hotel.)",mayoimasu,mayotte,mayowanai,mayotta,mayowanakatta,mayoeru,,,,,mayoeba,,,,,,
noberu,to state; to express; to mention; to explain; to tell; to refer,述べる,Sono hon no kansou o nobete kudasai. (Please give your impression of that book.),,,,,,,,,,,,,,,,,
semaru,to approach; to draw near; to be imminent; to urge; to compel; to push (someone for something),迫る,,,sematte,,sematta,,,,,,,,,,,,,
henpin suru,to return (merchandise) (～を),返品,kore o henpin shite mo ii desu ka. (May I return this item?),,,,,,,,,,,,,,,,,
henji suru,to reply,返事する,お返事がおそくなってすみません,,,,,,,,,,,,,,,,,
kaesu,to give back; to return (things borrowed); (person に thing を),返す,"お返し (to return, as a token of gratitude)",kaeshimasu,kaeshite,kaesanai,kaeshita; kaeshimashita,,,kaese; kaesanai,,,,,,,,,,
kingan,nearsighted,近眼,,,,,,,,,,,,,,,,,,
kinkai,coastal waters; adjacent seas,近海,,,,,,,,,,,,,,,,,,
kinjo,neighborhood; vicinity,近所,,,,,,,,,,,,,,,,,,
chikayoru,to approach; to draw near,近寄る,,,,,,,,,,,,,,,,,,
kindaiteki,modern; modernized,近代的,,,,,,,,,,,,,,,,,,
chikaduku,to approach; to draw near; to get close; to get acquainted with; to get closer to; to get to know,近づく,,chikadukimasu,chikaduite,chikadukanai,chikaduita; chikadukimashita,,,,,,,,,,,,,
chikai,nearby; close to; short,近い,eki kara chikai (close to the station),,,,,,,,,,,,,,,,,
geigeki,intercept; interception; counter attack,迎撃,迎撃ミサイル (interceptor missile); 弾道弾（だんどうだん）迎撃ミサイル (anti-ballistic missile),,,,,,,,,,,,,,,,,
mukaeru,to go out to meet; to receive; to welcome; to accept (as a member of a group or family); to invite,迎える,,迎えます,迎えて,,迎えました；迎えた,,,,,,,,,,,,,
mukaeru,"to greet, meet, welcome",迎える,迎えに行けない (I can't come and meet.)六時に迎えに来て下さい。(Please come to pick me up at 6 o'clock.)迎えに行けない (I can't come and meet.),,,,mukaemashita,,,,,,,,,,,,,
mukae ni iku,to go pick (someone) up; (place まで/に person を); to go to meet; to go to meet somebody,迎えに行く,,,,,,,,,,,,,,,,,,
mukae ni kuru,to come for ; to come to get ; to come to pick up,迎えに来る,,,,,,,,,,,,,,,,,,
tadoritsuku,to struggle on to; to arrive somewhere after a struggle; to finally arrive at; to barely manage to reach,辿り着く,,tadoritsukimasu,tadoritsuite,,,,,,,,,,,,,,,
komeru,"to load (a gun, etc.); to charge; to put into (e.g., emotion; effort); to include (e.g., tax in a sales price); to hang over; to shroud; to envelope; to screen",込める,,komemasu,komete,komenai,kometa,,,,,,,,,,,,,
komu,to be crowded; to be packed; to go into; to put into; to remain (seated); to do thoroughly; to do intently; to continue in the same state,込む；混む,朝食込みですか？? (Is breakfast included?),komimasu,konde,komanai,konda; komimashita,,,,,,,,,,,,,
komu,to become crowded; (～が),込む,"konde inakereba tanoshii noni …. (If only it wasn't so crowded, I might like it.)",komimasu,konde,komanai,konda,,,,,,,,,,,,,
atari,area (around); the neighborhood; the vicinity; the surroundings; about,辺り,kono atari (around here); tokoya san ha kado no atari desu yo. (The baber's shop is around the corner.),,,,,,,,,,,,,,,,,
hen,area; vicinity; region,辺,kono hen; sono hen; ano hen,,,,,,,,,,,,,,,,,
noumin,farmer,農民,,,,,,,,,,,,,,,,,,
noufu,(male) farmer; peasant; farmhand,農夫,,,,,,,,,,,,,,,,,,
noujou,farm,農場,,,,,,,,,,,,,,,,,,
jisho; jiten,dictionary,辞書; 辞典,,,,,,,,,,,,,,,,,,
karakuchi,dry (of sake and wine); salty; harsh; scathing,辛口,,,,,,,,,,,,,,,,,,
karai,spicy; hot; salty; harsh (criticism); severe (punishment); strict; painful; bitter; difficult; tough,辛い,,,,,,,,,,,,,,,,,,
tsurai,painful; bitter; heart-breaking,辛い,私も辛いだ。(It's difficult for me too.),,tsurakute,,,,,,,,,ittara,,,,,,
kagayaku,"to shine, sparkle",輝く,,,,,,,,,,,,,,kagayakaseru,,,,
noru,to be printed; to be reported,載る (intrans.),,norimasu,notte; noranakute,noranai; norimasen,notta; norimashita,noranakatta; norimasen deshita,noreru,,,,,,,,,,,
karui,light (weight); insignificant (matter); trivial; non-serious; minor; unimportant,軽い,,karui desu,karukute,,karukatta,,,,,i-adjective,,,,,,,,
karui,light (weight),軽い,,,,,,,,,,,,,,,,,,
tenkou suru,to change schools,転校生,転校生 (tenkousei),,,,,,,,,,,,,,,,,
tenkyo,moving; changing residence,転居,,,,,,,,,,,,,,,,,,
korobu,to fall down; to tumble,転ぶ,,korobimasu,koronde,korobanai,koronda; korobimashita,,,,,,,,,,,,,
korogaru,to roll; to tumble (～が),転がる,,,,,,,,,,,,,,,,,,
nankou,ointment,軟膏,,,,,,,,,,,,,,,,,,
nankyuu,soft ball; rubber ball,軟球,,,,,,,,,,,,,,,,,,
nanjyaku,weakness,軟弱,,,,,,,,,,,,,,,,,,
guntai,army; troops,軍隊,,,,,,,,,,,,,,,,,,
shadou,roadway,車道,車道にでたらだめだよ。 (Watch out for the road!),,,,,,,,,,,,,,,,,
sharin,(car) wheel,車輪,,,,,,,,,,,,,,,,,,
shashou san,train conductor,車掌さん,,,,,,,,,,,,,,,,,,
shako,garage; carport,車庫,,,,,,,,,,,,,,,,,,
kurumaisu,wheelchair,車いす,,,,,,,,,,,,,,,,,,
shinchou,height (of body); stature,身長,,,,,,,,,,,,,,,,,,
midika,familiar; near oneself; close to one,身近,,,,,,,,,,,,,,,,,,
mijitaku,dress; outfit; getup; to dress oneself,身支度,身支度をする,,,,,,,,,,,,,,,,,
migatte [na],selfishness; egoism; egotism,身勝手な,,,,,,,,,,,,,,,,,,
migawari,substitution (for someone else); substitute; stand-in; scapegoat; sacrifice,身代わり,,,,,,,,,,,,,,,,,,
miburi,gesture,身ぶり,,,,,,,,,,,,,,,,,,
mi,"body; oneself; one's position; main part; meat (as opposed to bone, skin, etc.); wood (as opposed to bark), blade (as opposed to its handle); container (as opposed to its lid)",身,,,,,,,,,,,,,,,,,,
tamerau,to hesitate,躊躇う,,tameraimasu,tameratte,,tameratta,,,,,,,,,,,,,
chuucho,hesitation; indecision; vacillation,躊躇,,,,,,,,,,,,,,,,,,
keyaburu,to kick in or open; to smash through,蹴破る,,keyaburimasu,keyabutte,keyaburanai,keyabutta,,,,,,,,,,,,,
fumu,to step on（～を）,踏む,足を踏まれました (foot was stepped on),fumimasu,funde,fumanai,funda; fumimashita,,fumareru,,,,,,,,,,,
fumikoeru,to step over or across; to overcome,踏み越える,,,,,,,,,,,,,,,,,,
fuminijiru,to trample underfoot; to tread on; to crush with a foot,踏みにじる,,,,,,,,,,,,,,,,,,
odoru,to dance,踊る,デイスコで踊る; まだ踊らない。(not dance yet.)；踊らない？(Shall we dance?),,odotte,odoranai,odotta,,,,odorou,,,,,,,,,
haneokiru,to jump up; to spring up,跳ね起きる,,haneokimasu,,,haneokimashita,,,,,,,,,,,,,
romen densha,street car (train),路面電車,,,,,,,,,,,,,,,,,,
hizamazuku,to kneel,跪く,,,,,,,,hizamazuke,,,,,,,,,,
kyori,distance,距離,enkyori (long distance),,,,,,,,,,,,,,,,,
ashikubi,ankle,足首,also: 脚（あし、leg),,,,,,,,,,,,,,,,,
ashibaya ni,at a quick pace,足早に,,,,,,,,,,,,,,,,,,
ashimoto,step,足元,,,,,,,,,,,,,,,,,,
tariru,to be enough (intrans.); to be suffient; to suffice,足りる,,tarimasu,tarite; tarinakute,tarinai; tarimasen,tarita; tarimashita,tarinakatta; tarimasen deshita,tarirareru,tariro; tariru na,tariyou; tarimashou,2 (ru-dropping),,tarireba; taritara; tarimashitara; tarinakereba; tarinakattara; tarimasen deshitara,tarirareru,tarisaseru,tarisaserareru,otari ni naru; tarirareru,,
tasu,to add,足す,"shio ga tarinai node, suupu ni shio wo tashite kudasai. (There is not enough salt, so please add salt to the soup.); oruro ni mizu wo tashite kudasai. (Please add water to the bath.)",,tashite,,tashita,,,,,,,,,,,,,
tashizan suru,to add; to summarize,足し算,antonym: hikizan suru (to subtract),,,,,,,,,,,,,,,,,
ashiato,footprints,足あと,,,,,,,,,,,,,,,,,,
ashi,foot,足,"also: 脚（あし, leg)",,,,,,,,,,,,,,,,,
shumi,hobby; pastime,趣味,,,,,,,,,,,,,,,,,,
goshi,across; over; beyong,越し,,,,,,,,,,,,,,,,,,
koeru,to exceed; to cross over; to cross; to pass through; to pass over (out of),超える、越える,,,koete,,koeta,,koerareru,,,,,,,,,,,
kidou suru,"to startup (a computer, a machine); to boot up (a computer); to launch",起動する,,,,,,,,,,,,,,,,,,
okoru,to occur; to happen,起こる,,,,,,,,,,,,okoreru,,,,,,
okosu,to wake someone up,起こす,,okoshimasu,okoshite,okosanai,okoshita,okosanakatta,,,,,,,okosareru,,,,,
okiru,"to wake up; to get up; to stay up (e.g., late at night); to rise; to sit up; to be awake; to stay awake; to occur (usu. of unfavorable incidents); to happen; to take place",起きる,"Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.Yoru osoku made okite, hon o yonde ita. (I stayed up reading untill late at night.)
See ""mezameru"" also.",okimasu,okite,okimasen,okita; okimashita,,okirareru,okinasai; okiro,,2 (ru-dropping),,okireba,,,,,,
hashiru,to run; to drive (along a road); to run (a car),走る,,hashirimasu,hashite; hashiranakute,hashiranai; hashirimasen,hashita; hashirimashita,,hashireru,hashire,,,,hashireba,,,,,,
hashirinukeru,to run through,走り抜ける,,hashirinukemasu,,,,,,,,,,,,,,,,
sekimen suru,to blush (get red in the face),赤面する,,,,,,,,,,,,,,,,,,
akaji,deficit,赤字,赤字／黒字（くろじ）deficit/surplus,,,,,,,,,,,,,,,,,
akai,red; crimson; scarlet,赤い,"あそこに赤い家が見えるでしょう。(You will see a red house over there.); あなたはあの赤いセーターが似合いますよ。(You look nice in that red sweater.; Ani wa mae kara hoshigatteita akai kuruma o katta. (My brother bought a red car that he always wanted.); あなたはシャツがほしいですか−−−−はい、赤いシャツがほしいです。(Do you want a shirt? ---- Yes, I want a red one.)",,akakute,akakunai,akakatta,akakunakatta,,,,,,akareba; akakattara,,,,,,
