word,mark,definition,pronunciation,example
fervent; fervently,,showing great enthusiasm and intensity of spirit,she fervently denied all accusations,
fervor,,great warmth or earnestness; ardof; zeal,,
fester; festered; festering,,to generate pus; to become a source of irritation or resentment,FES tur,festering resentments toward her boss
fetid,,"smelly, rotten",,
fetish; fetishes,,any thing or activity to which one is irrationally devoted; an object of unreasonable attention,FET ish,fetish for tea/chocolate; a shoe/cat fetish
"fetter, fettered",,to restrain; to hamper,,
fiasco,,a complete failure or disaster; an incredible screwup,fee AS koh,
fickle; fickleness,,often changing or likely to change for no good reason; unpredictable; not loyal or consistent,FIK ul,Markets are fickle.; Pregnant women are very fickle.; a fickle eater
fidelity,,faithfulness; loyalty,,
fiduciary,,"of, having to do with, or involving a confidence or trust",,
figment,,something made up or invented; a fabrication,FIG munt,
"figurative, figuratively",,based on figures of speech; metaphorical; not in a literal sense,,
figured,,,,
finality,,,,
finesse,,"skillful maneuvering; subtelty; craftiness; extreme delicacy or subtlety in action, performance, skill, discrimination, taste, etc; skill in handling a difficult or highly sensitive situation; adroit and artful management",fi NESS,"It was done for efficacy, not for finesse."
finicky,,,,
firmly,,,,
fiscal,,pertaining to financial matters; monetary,FIS kul,
fissure,,,,
fitting,,,,
fixate; fixated; fixation,,,,
fixated,,,,
flagrant,,extremely or deliberately shocking or noticeable,FLAY grent,
"flare, flared",,,,
flatten [out],,,,
flaunt,,to make a conspicuous or defiant display; to exhibit with the intent to attracting attention; to display ostentatiously,,
fledgling,,"immature, inexperienced, or underdeveloped (person or organization)",,
fleece; fleeced,,"to defraud, swindle; also the wool of a sheep or similar animal",flees,sheep fleeced for their wool; fleeced by a con man
fleeting,,passing swiftly; vanishing quickly; transient; transitory,,
flighty,,,,
flippant; flippancy,,treating with unsuitable levity that which is serious or to which respect is owing; disrespectfully humorous or casual,FLIP ent,
flout; flouting,,to treat with contempt; defile; mock; to show contempt for,,
fluff,,,,
flurry,,,,
"fluster, flustered",,,,
flux,,,,
foible,,a minor character flaw,,
folly,,"imprudent, foolish, indiscreet",,
folly; follies,,,,
foment,,to rouse or incite; to stir up; to instigate; to stimulate,"foe MEHNT
foment a rebellion",
forbear; forebore,,to refrain or abstain from; desist from; to do without; to leave alone,for BEAR,forbear giving your opinion on any controversial matter until you have first heard all the facts; forbore his decision to close the store
forbearance,,,,
forbid; forbade,,,"forbade
have forbidden",
foregone,,,,
foremost,,,,
foresee; foresight,,perception of the significance and nature of events before they have occurred,,
foreshadow; foreshadows; foreshadow,,,,
foresight/hindsight,,,,
foretell,,,,
forewarn,,warned ahead of time,,
"forge, forged",,,,
form,,a shape or method,,
formal,,,,
formality; informality,,,,
formation,,,,
formative,,,,
former / latter,,,,
formidable,,,,
formitive,,,,
forsake; forsook,,to abandon; to give up; to renounce; to relinquish,for SAKE,urged their daughter to forsake her career as a model and return home to be a school teacher; forsook his career in politics
forte,,area of strong talent,,
fortify,,,,
fortitude,,,,
fortuitous,,good fortune occurring by accident or chance,for TWO ih tus,a series of fortuitous events
foster,,to promote the growth or development of,,
foundered,,to fail; to collapse; to sink,,
fractious,,easily angered or irritable; quarrelsome; unruly,FRACK shuss,
fragility,,,,
fragility,,,,
fragmented,,,,
frail; frailty,,,,
frame; framework,,,frame of reference; frame it in a positive light,
"frantic, frantically",,,,
fraudulent,,,,
fraught,,full or laden with; teeming with; accompanied by; replete,frawt,fraught with danger; fraught with guilt
fray,,,,
"frayed, fraying",,,,
frenetic,,frantic; frenzied,,
frenzy; frenzied,,,,
fretting,,,,
fringe; fringes [of],,,,
frivolous,,not serious; unworthy of serious attention; of trifling or undue levity,,
frugal; frugality,,economical; penny-pinching,,
frustrate,,,,
fuel,,,,
fulsome,,disgusting or repulsive,,
fundamental,,,,
fungible,,(especially of goods) freely exchangeable or replaceable for another of like nature or kind; interchangeable,,
furnish; furnished,,,,
furtile,,,,
furtive; furtively,,"stealthy, secretive; sly",,
fuse,,to blend thoroughly,,
"futile, futility",,"ineffectiveness, uselessness",FYOOT ul,
gaffe,,a clumsy social error; an ebarrassing mistake; a faux pas,gaf,
galvanize,,to propel someone or something into sudden activity,,
gamut,,,,
garbled,,to confuse unintentionally or ignorantly; jumbleto confuse unintentionally or ignorantly; jumble,words got garbled,
garner,,,,
garrish,,,,
garrulous,,talkative; chatty,,
gauche,,,,
gaudy,,,,
geared,,,,
"generous, generously",,,,
genesis,,,,
genial,,warmly and pleasantly cheerful; cordial,jeen-yuhl,
genre,,a type or category,,
genteel,,"affectedly or pretentiously polite, delicate",,
gentility,,,,
germane [to],,relevant; closely or significantly related; pertinent; fitting,jur MAYN,
gerrymander,,to alter to one's advantage; to divide a state or county into election districts to gain political advantage,,
gestation period,,,,
"gesticulate, gesticulated",,"to make or use gestures,  especially in an animated or excited manner with or instead of speech",,
gesture,,,,
giddy; giddiness,,dizzy; lightheartedly silly; impulsive; flighty; frivolous,GID ee,giddy with joy; the sun was so hot she felt giddy; one beer made him giddy
gimmick,,,,
glamorize,,to glorify or romanticize,,
glamorous,,,,
glaring,,,glaring flaws,
gleam; gleaming,,a flash or beam of light,,
glean,,to discover or learn slowly and deliberately,"GLEEN
glean from the complaints that a problem exists",
glee,,happiness,,
glint,,"a tiny, quick flash of light; a brief or slight manifestation or occurrence; inkling; trace",,
glisten,,,,
glitch,,,,
gloat; gloating,,to brag greatly,gloht,
gloss,,,gloss over nuances,
glowing,,,,
glut,,,,
glut,,surplus; an overabundance,,
goad,,to urge forcefully; to taunt someone into doing something,,
govern; governed [by],,,,
governing,,,,
gradations,,"a stage, degree, or grade  in such a series",,
graduated,,,,
grammatically,,,,
grandiose,,"grand and impressive, especially flashy and showy; great in scope or intent",GRAN dee ohs,a grandiose plan; The director commanded a grandiose car chase in his action movie.
grant,,,,
grapple,,,,
grate,,,,
grateful [to],,,,
grating,,,,
gratitude,,,,
gratuitous; gratuitously,true,unnecessary; given freely; unjustified; unprovoked; given or granted without return or recompense; unearned,gruh TOO uh tus,gratuitously stereotyped
gravity,,seriousness,,
gridlock,,any situation in which nothing can move or proceed in any direction,,
grievance; grievances,,,,grievance against
grievous,,flagrant and outrageous; causing grief and great sorrow,GREE vus; grievous error,
grim,,"having a harsh, surly, forbidding, or morbid character",,
grimace,,"to make an ugly, disapproving facial expression",GRIM is,
grip,,,,
gripped [with],,,,
gross; grossly,,,grossly overused word,
grounded,,,,
grounds,,,,
groupthink,,,,
grow; growing,,,growing concern,
guarantee; guaranteed,,,,
guide; guided [by]; guidance,,,,
guile,,"cunning; deceitfulness; duplicity; the act of being deliberately deceitful and treacherous, so as to gain advantage at someone else's expense",gyle,use guile; Beguile is different from guile in that it is deception in a charming way.; Louis beguiled her beau with fetching flirtations.
guise,,appearance; semblance,gyze,"A master of disguise, Sherlock Holmes concealed his real guise.; in the guise of a junkie; The undercover police car had the guise of a typical family car.; Under the guise of a traveling businessman, the terrorist was able to pass security."
gyrating,,of a circular or spiral pattern,,
habeas corpus,,a written order requiring a prisoner under arrest or confinement to be brought before a judge to assess whether the restraint of said person is lawful and proper,"HAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervenedHAY bee us CORE puss
received a writ of habeas corpus only after a prominent figure intervened",
habituate,,to make familiar through use or experience; to make acceptable or desirable,,
hackneyed,,overused; trite; stale; worn out through overuse,HAK need,
"hail, hailed",,,,
half-measures,,,,
hallmark,,,,
hapless,,unlucky,,
happenstance,,,by happenstance,
harbinger [of],,a precursor; an indication; an omen,HAR bin jur,
"harmony, harmonious",,,harmonious/discordant,
harrowing,,extremely distressing; disturbing or frightening,HARE roe ing,"""Harried"" is to be troubled or bothered while ""harrowing"" is to be frightened to the extreme.; a harrowing experience as they chased and threatened us with knives"
hasten; hastened,,,with haste,
hastily,,,,
hatch,,,,
haughty,,"snobbish and arrogant, excessively self-assure",,
haven,,,,
hawkish,,,,
headwind/tailwind,,,,
hearsay,,"unverified, unofficial information gained or acquired from another and not part of one's direct knowledge",heer-sey,
"heckle, heckled [by]",,,,
hecter,,To intimidate or dominate in a blustering way.,,
hedonistic; hedonism,,pleasure-seeking; indulgent,,
heed; heeded [the advice]; heedless,,to give careful attention to; to take notice; to listen to,Heed what I say.; Pay no heed to what the sign says.; Take heed and …,
hegemony,,"leadership, especially of one nation over another",hi JEM uh nee,
helix,,,,
heralded,,,,
hereditary,,,,
"heresy, heretic",,any belief that is strongly opposed to established beliefs,,
